,Date,Month,Year,Quarter,Time Of Day,Primary Keywords,Secondary Keywords,Long-Tail Keywords,Location,Social Media Source,Media Type,Device Type,Organic_Traffic,Keywords_Ranking,Clicks,Impressions,CTR (%),Average_Position,Backlinks,Domain_Authority,Bounce_Rate (%),Pages_per_Session,Organic_vs_Paid_Traffic_Split (%),Organic_Traffic_Growth_Rate (%),Conversion_Rate (%),Goal_Completions,Average_Session_Duration (sec),New_vs_Returning_Visitors (%),Exit_Rate (%),Top_Landing_Pages,Keyword_Difficulty,CPC_for_Paid_Keywords ($),Indexed_Pages,Mobile_vs_Desktop_Traffic_Split (%),Organic_Revenue ($),Page_Load_Time (sec),Core_Web_Vitals_LCP (sec),Core_Web_Vitals_FID (ms),Core_Web_Vitals_CLS,Social_Shares,Referral_Traffic,Technical_SEO_Errors,Bounce_Rate_by_Device_Mobile (%),Time_to_First_Byte_TTFB (ms)
47,02/01/2020 23:00,January,1732.243627,Q1,Evening,sustainable outdoor gear,eco-friendly sportswear,biodegradable outdoor clothing,United Kingdom,YouTube,Video,Tablet,5760.608196,24.00533982,1856.408919,27628.2607,6.644708412,5.361960158,488.0730677,35.85209687,62.10830425,0.92147041,51.99638408,7.322222168,1.512849006,400.038969,352.7298375,40.30445586,42.44488864,Homepage,52.43495671,6.057094009,2735.67572,64.54384308,8091.373023,6.274800848,1.459740112,541.5252946,0.786523104,101.4898395,569.938432,0.844136633,16.69103792,1115.086743
48,03/01/2020 00:00,January,1775.890077,Q1,Night,recycled fabric dresses,ethical fashion brands,eco-friendly clothing for hikers,Germany,Facebook,Infographic,Desktop,5991.028549,37.64704885,1481.04815,32918.02341,3.822884385,4.130453375,617.5397283,64.16207672,52.60183552,8.103257666,54.70024119,-1.668294212,5.203526269,363.3611659,435.0151014,67.78810589,25.79564178,Blog Post,48.22736925,2.805980359,3038.762134,69.23405078,869.485652,8.578390466,4.281132846,392.6935214,0.430495971,119.9413059,245.2682514,15.97097776,22.35716972,1262.131557
49,03/01/2020 01:00,January,1790.40945,Q1,Night,vegan leather handbags,athleisure for eco-conscious consumers,biodegradable outdoor clothing,Australia,YouTube,Blog post,Tablet,2180.116299,60.2540004,1864.992714,22548.16186,1.449148795,39.36964923,304.5259723,38.49435793,12.93796058,7.471382911,49.12607583,1.334384314,6.097426006,318.5740919,218.6499225,42.94136619,40.76238508,Product Page,34.48428489,1.686310411,3407.688004,60.96051953,614.9621445,4.227259435,1.302832448,456.3295502,0.593312168,300.0252054,3278.249456,15.77759354,33.1195522,325.6567128
50,03/01/2020 02:00,January,1660.64079,Q1,Night,eco-friendly accessories,athleisure for eco-conscious consumers,sustainable fashion for athletes,Germany,TikTok,Shorts,Desktop,3430.392228,21.95834265,2296.560672,39919.83065,4.315809121,2.730273298,698.7952341,62.7663183,49.75126232,1.886173084,41.46269773,-6.899993943,5.351838853,208.8049803,259.8329854,60.6304812,10.33988024,Category Page,8.64879597,1.894025918,2230.673232,50.19695845,8103.869575,6.804907688,0.960214223,200.4152433,0.378983024,211.7878737,1213.880139,4.045162252,10.19307171,884.7381824
51,03/01/2020 03:00,January,1798.396388,Q1,Night,vegan leather handbags,eco-friendly hiking gear,best organic cotton t-shirts in the US,Australia,YouTube,Shorts,Tablet,5129.24702,33.7495019,2241.502745,32176.84093,5.815361651,29.3051986,491.1499185,69.67896175,19.06867108,5.944126742,72.83064659,3.46366389,11.46322215,39.40964128,315.7032411,56.17595532,38.57844956,Product Page,48.76766649,7.123475954,1700.225868,46.75518923,637.8527164,6.97070225,2.9551474,159.4563943,0.507605743,5.919958572,2037.071189,14.18229631,18.26361615,1101.577757
52,03/01/2020 04:00,January,1644.655238,Q1,Night,recycled fabric dresses,sustainable activewear,eco-friendly clothing for hikers,United States,TikTok,Product page,Tablet,1957.760255,85.68778421,447.8410646,1017.930012,8.082609718,34.92601485,609.5896595,65.89472337,57.2986602,3.909558185,45.04186618,9.479102465,5.567026004,366.5153716,317.6662735,34.95620357,19.29301973,Homepage,51.996302,5.306731056,2426.973188,63.32501779,3650.189343,8.03268199,4.003241544,794.2385328,0.268907695,356.5988379,747.2607872,1.656081305,37.07551728,284.0074364
53,03/01/2020 05:00,January,1790.955732,Q1,Night,eco-friendly clothing,green fashion trends,sustainable fashion for athletes,Germany,Instagram,Shorts,Desktop,5098.791946,27.491194,1874.566372,16949.48432,8.233046786,9.313834192,348.4465016,60.29657407,56.92122725,4.777800201,71.58385284,-6.388236088,10.28266357,283.5972125,471.9186557,54.37957575,38.72664407,Product Page,8.406953046,8.579608934,1822.038507,66.36135084,2948.651709,6.667756404,4.192297024,803.5561162,0.737785274,135.3116688,3282.165544,5.808912216,34.02600217,358.5319177
54,03/01/2020 06:00,January,1635.613545,Q1,Morning,eco-friendly clothing,athleisure for eco-conscious consumers,eco-friendly clothing for hikers,Mexico,Facebook,Infographic,Desktop,4450.071404,27.72460634,1014.933915,22076.22764,5.223630871,2.3480343,56.10044204,72.01826548,26.20030522,5.74374578,66.44657206,39.98390291,9.987389259,18.4816391,482.6307494,52.55997059,9.743519927,Product Page,72.23806767,7.502921325,1280.54654,75.69640166,538.401117,6.027903281,3.103225683,742.9315627,0.459626119,214.131957,3064.228519,14.59373111,49.92801605,622.6463252
55,03/01/2020 07:00,January,1733.243387,Q1,Morning,recycled fabric dresses,eco-friendly hiking gear,sustainable fashion for athletes,Germany,YouTube,Infographic,Laptop,2249.724653,16.97720198,2591.776062,4572.409406,0.807221989,28.68548761,428.3710935,39.78001509,44.49886144,5.231191732,59.19489816,20.27822999,4.356378976,151.2890815,104.3837461,53.3899368,24.57062409,Homepage,33.79241853,5.816320959,1780.138799,64.76590931,7436.674498,6.710690484,3.851813035,485.5609006,0.467453642,83.46441006,3784.511323,4.084649471,21.94886234,650.3928701
56,03/01/2020 08:00,January,1669.293289,Q1,Morning,vegan leather handbags,eco-friendly sportswear,biodegradable outdoor clothing,Australia,Pinterest,Infographic,Tablet,6406.743353,61.03986485,550.4039879,23006.02197,2.562016559,3.997719174,273.7716167,74.66440387,10.16215652,6.655193346,68.04998144,3.782519202,10.14882746,9.693602177,99.62935878,49.00380549,28.66519753,Product Page,15.08472874,2.711959493,811.7857037,59.32074591,5564.455725,1.260494186,3.435140872,407.6853479,0.526689979,303.1244477,3027.926894,0,14.28024597,1112.784655
57,03/01/2020 09:00,January,1636.526326,Q1,Morning,eco-friendly clothing,athleisure for eco-conscious consumers,sustainable fashion for athletes,United States,Pinterest,Image gallery,Mobile,7278.867114,43.0798405,2365.876652,25134.32683,3.593600952,23.00324751,759.4634001,41.72897684,59.93931572,4.145247079,76.6234313,38.8476838,11.12663903,352.8300301,286.0897863,64.75512539,19.79897386,Category Page,62.54504626,7.771546494,3308.536235,58.66870275,1087.129036,7.182897367,1.031913533,282.4774187,0.747157291,214.5702012,2139.097255,7.553563228,34.64393517,520.2129878
58,03/01/2020 10:00,January,1635.329756,Q1,Morning,vegan leather handbags,eco-friendly sportswear,best organic cotton t-shirts in the US,United States,TikTok,Shorts,Tablet,3885.261541,11.05653568,1072.217889,31396.7812,5.804876048,36.14284844,475.5275191,65.42387056,40.0530299,5.845096632,80.5840041,-3.174057869,11.01678286,424.9130908,375.7791009,54.35003998,38.2673049,Blog Post,42.17721625,4.39558009,1505.366296,52.67113655,4430.627271,2.122035301,4.372774971,103.9734671,0.809526696,220.7527645,3927.653276,2.623636654,56.88070717,493.323605
59,03/01/2020 11:00,January,1710.298403,Q1,Morning,eco-friendly clothing,athleisure for eco-conscious consumers,best organic cotton t-shirts in the US,United States,YouTube,Shorts,Tablet,2001.577492,67.68337499,374.5777114,3776.765003,6.472686684,32.80531515,427.7963121,32.26563654,57.86609393,2.304053625,83.85452873,5.558683404,6.021217758,285.1616965,262.345743,58.41168459,21.91545149,Category Page,60.13625618,6.499052955,3113.13324,48.70594245,4484.556465,1.844396947,1.687921773,613.765188,0.191532473,231.1169843,3687.625244,7.753508025,9.74804488,409.8675941
60,03/01/2020 12:00,January,1703.941831,Q1,Afternoon,eco-friendly clothing,green fashion trends,best organic cotton t-shirts in the US,Germany,Instagram,Shorts,Tablet,1267.427366,26.45052547,1177.987821,29422.64459,2.552286032,1.773826499,502.021239,40.75281561,31.03795126,5.13815555,66.73770209,7.48736674,7.809892863,164.4963916,86.81172747,32.75634126,9.947451972,Homepage,22.05259125,2.976662992,2571.756781,63.8411458,7037.163116,1.529010161,1.24302241,816.1536176,0.306829686,125.2205957,1106.880861,11.87682881,9.784984457,1172.37909
61,03/01/2020 13:00,January,1766.120757,Q1,Afternoon,eco-friendly accessories,eco-friendly sportswear,carbon-neutral activewear,Canada,Facebook,Infographic,Desktop,469.7771612,54.40069947,2205.67047,19735.7494,1.582225004,3.738127531,75.24837099,52.26941116,24.5844532,4.505079344,45.1674392,14.1046554,1.644895706,296.7759104,433.402268,39.70624398,34.27133814,Category Page,23.57658405,8.107674425,1361.382004,66.6669549,1302.219667,7.330179305,3.616971306,568.8710818,0.334068203,140.5119919,3575.020856,2.510033133,45.08465647,762.8558233
62,03/01/2020 14:00,January,1695.687282,Q1,Afternoon,recycled fabric dresses,ethical fashion brands,carbon-neutral activewear,Mexico,Snapchat,Image gallery,Laptop,2002.047091,60.39801299,2154.771966,6876.033593,6.139492225,32.72843516,49.07976648,63.54476805,25.14523773,3.07079023,56.41318036,3.676797934,5.974794808,350.342224,254.408055,47.66128159,23.8669781,Category Page,19.11577334,1.82945387,3772.101855,66.20017969,7873.013152,5.221692914,3.076558474,466.2840239,0.137935829,271.6977861,2661.685987,13.2389205,52.26249379,1169.292847
63,03/01/2020 15:00,January,1744.416178,Q1,Afternoon,sustainable outdoor gear,eco-friendly sportswear,carbon-neutral activewear,Australia,YouTube,Video,Tablet,5020.233439,77.55323551,126.1884282,3888.78855,4.797670483,5.458908013,735.5263084,64.274253,34.55914308,0.963441091,73.59748976,-7.284045714,4.320990071,272.0482237,366.4892436,64.7007117,23.48260445,Product Page,39.6783352,1.832253021,3982.932359,58.85314232,5684.294818,6.689654245,3.689146538,738.8768343,0.541523066,389.5102061,2067.24338,5.857867292,36.7442859,1129.645365
64,03/01/2020 16:00,January,1700.83485,Q1,Afternoon,eco-friendly clothing,ethical fashion brands,eco-friendly clothing for hikers,Australia,TikTok,Video,Mobile,465.0523037,29.01312063,922.3361044,15711.6862,2.593186852,7.845527899,502.935276,59.19107275,28.482915,5.833062151,84.26478212,-8.507144196,7.910983189,354.0507701,52.05493954,65.52608784,29.81213602,Homepage,17.94987965,4.968907736,2024.036055,44.67472753,3188.127625,1.53580569,3.344721835,371.6421509,0.600587997,27.91660407,2411.317,4.13127091,59.11471349,684.4928615
65,03/01/2020 17:00,January,1785.989348,Q1,Afternoon,eco-friendly accessories,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,Mexico,Instagram,Blog post,Desktop,6513.689046,8.747441142,1246.49752,13414.38937,7.326404191,24.31190299,798.6768691,67.26735165,21.34212613,8.18120857,79.47040387,10.4380877,8.471615269,286.0629841,130.2958101,39.56943808,25.1584197,Blog Post,66.79582243,0.881969024,3875.589968,66.46378294,2693.567575,1.565321487,4.024795102,90.69351188,0.459125093,94.23857532,1418.622982,0,44.08600929,412.3172923
66,03/01/2020 18:00,January,1792.974448,Q1,Evening,recycled fabric dresses,athleisure for eco-conscious consumers,best organic cotton t-shirts in the US,United States,YouTube,Video,Tablet,4003.393863,0.837378538,2430.139517,21555.15385,8.254995531,23.5379862,493.3866256,16.36218431,27.27218359,3.18300179,47.51242383,30.11721707,12.42824067,161.9630574,50.93670055,33.16835241,19.40752854,Category Page,50.61663726,5.128050101,446.1013033,60.6514393,1637.977946,4.896373941,2.322115372,545.3742186,0.799689153,109.0144795,2541.153672,8.88546056,23.85942226,869.9545914
67,03/01/2020 19:00,January,1686.546228,Q1,Evening,eco-friendly accessories,eco-friendly hiking gear,sustainable fashion for athletes,Canada,Instagram,Video,Tablet,8240.433253,73.86534635,742.4269069,25423.52711,0.606297875,20.65434726,690.669584,22.12823389,36.65506869,4.471650923,62.86075662,-3.418561274,9.647440312,376.4839698,511.6119051,46.22506793,38.42530991,Category Page,64.32656654,3.924396133,2663.221358,47.54616012,7861.656463,2.129336924,3.489382587,89.08945254,0.622781751,80.41355492,3637.53177,13.30775261,57.27340865,913.55204
68,03/01/2020 20:00,January,1662.974843,Q1,Evening,organic cotton apparel,sustainable activewear,carbon-neutral activewear,Australia,TikTok,Infographic,Laptop,3274.910774,80.82376824,1977.427786,11270.11294,7.924867595,30.78501884,537.0337239,32.22891685,28.62371801,3.153321971,44.97815233,36.80270881,8.349422913,120.6371119,500.4001002,42.34948916,31.47504104,Homepage,16.29108565,2.930825392,2555.095698,46.72833441,6828.01916,0.953541129,2.642874477,510.2796932,0.320124648,225.1765024,3836.550942,13.95022888,54.22006753,827.8207977
69,03/01/2020 21:00,January,1727.431335,Q1,Evening,eco-friendly accessories,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,Germany,TikTok,Shorts,Mobile,4135.054628,73.98033253,431.3108732,30220.5932,6.799474765,15.50808153,125.1241327,25.50980607,61.19693857,5.446929733,58.15754849,2.954610481,9.69906103,390.2796353,519.0936605,46.34357083,20.69890318,Product Page,13.99447235,4.140685833,501.8976163,58.32750299,2017.73441,2.901233317,2.088112742,670.3874414,0.176211924,166.9229234,2338.331698,12.46065719,36.99034395,720.4610285
70,03/01/2020 22:00,January,1730.938768,Q1,Evening,sustainable outdoor gear,eco-friendly sportswear,sustainable fashion for athletes,Germany,Twitter,Shorts,Laptop,445.2395919,37.99200391,507.4201446,14302.19898,2.280753645,37.386822,48.7810199,52.14078512,64.68621326,3.583485555,53.19482605,31.9401176,5.089494396,251.9935276,493.4215837,48.77903226,21.96463629,Category Page,77.05302093,3.157136337,1700.344452,62.56266042,1919.864366,7.374405746,2.512340024,670.6415221,0.082929719,124.3378383,1266.7735,2.594011906,22.52099758,474.9496513
71,03/01/2020 23:00,January,1641.612673,Q1,Evening,eco-friendly clothing,eco-friendly sportswear,best organic cotton t-shirts in the US,Mexico,TikTok,Product page,Laptop,2854.108414,52.28913703,1394.729703,30651.11017,1.004572531,17.29321295,243.274985,58.8874261,27.46248479,7.657979908,58.63641057,15.76910293,5.547697586,181.1374259,441.0181495,59.40717754,39.9227389,Category Page,41.69832152,6.518031507,1902.74769,40.70614005,7187.27868,4.990278204,2.548959269,618.2417014,0.212104139,112.4244381,892.2062157,2.484636661,33.43497506,1253.252585
72,04/01/2020 00:00,January,1635.95762,Q1,Night,sustainable outdoor gear,sustainable activewear,eco-friendly clothing for hikers,United Kingdom,Pinterest,Blog post,Mobile,6087.497723,73.31713795,1955.429569,3240.767172,4.895708189,29.50582358,43.45290154,20.46306811,33.69637247,3.522518216,83.04253334,4.2376336,1.712124528,404.0341289,44.78062441,40.53544875,17.36903879,Homepage,13.41342133,3.77490532,505.9078428,47.12100293,1470.675758,5.97958696,3.802203611,653.6616774,0.466389168,322.6909712,2892.254845,8.900811716,18.39383902,1233.753535
73,04/01/2020 01:00,January,1755.336924,Q1,Night,organic cotton apparel,eco-friendly sportswear,best organic cotton t-shirts in the US,United Kingdom,YouTube,Image gallery,Laptop,2431.70042,32.03425024,1632.924291,9915.111479,5.123625499,1.413547655,700.9324177,40.685015,22.79651805,7.525612486,74.10981876,30.69126549,1.559335558,411.0252215,270.1452423,63.76790755,21.35589208,Homepage,10.13324072,7.402173734,2884.560041,63.88476851,5991.010571,4.793790726,2.769871687,715.3101079,0.582364893,167.7190726,3347.203175,11.80026186,41.37503125,1125.291023
74,04/01/2020 02:00,January,1751.927769,Q1,Night,organic cotton apparel,eco-friendly hiking gear,carbon-neutral activewear,Canada,Snapchat,Infographic,Laptop,6921.460533,9.083808517,974.6083251,36290.79392,3.119356874,5.623967539,550.36361,26.98886375,60.13838997,1.523966324,52.97182304,4.345271462,1.655365654,372.9728339,403.5894332,55.80140556,22.33439841,Product Page,10.95076947,1.671693996,428.813463,66.2688278,7899.530968,5.425913129,2.354459225,106.9730985,0.733054143,342.2789992,2257.770919,1.714400956,30.01081185,819.0306401
75,04/01/2020 03:00,January,1702.434131,Q1,Night,organic cotton apparel,athleisure for eco-conscious consumers,biodegradable outdoor clothing,Canada,Snapchat,Shorts,Desktop,8250.946705,12.3984718,2276.397576,6028.465099,5.989797968,18.23464045,99.25967655,56.22115543,37.18177933,3.83415837,79.61536657,6.07891213,9.547327573,185.8401521,33.93533496,47.52975262,43.29552734,Homepage,67.94219186,3.476101558,3545.054234,49.8992699,2382.199633,7.998571686,4.08027546,667.9075054,0.412554517,48.66287531,3704.105862,2.623315932,27.72199987,95.73725801
76,04/01/2020 04:00,January,1715.704738,Q1,Night,organic cotton apparel,sustainable activewear,carbon-neutral activewear,Canada,Pinterest,Blog post,Tablet,6567.571618,80.30501013,2237.988186,21177.06694,0.597262678,13.25729697,761.3802738,9.89143387,34.00622991,6.956881123,78.21034408,23.39468838,12.54812719,272.8629399,47.9995389,70.14954515,35.14624409,Product Page,36.77933881,7.740149278,721.2327877,71.99284081,554.6466029,5.351516248,4.273874455,231.9883716,0.571037965,19.57032908,2870.892734,5.112051842,44.25198292,1136.81012
77,04/01/2020 05:00,January,1789.46961,Q1,Night,organic cotton apparel,eco-friendly hiking gear,where to buy recycled polyester running shorts,Mexico,Instagram,Infographic,Desktop,4387.392294,47.00678638,1105.605336,20489.59825,6.789699336,19.02762451,751.3672056,71.98952667,26.65898701,2.191965975,78.70282823,38.57423203,5.991263575,45.26138303,165.2762929,53.54596368,12.61954989,Product Page,76.47965561,3.921732296,3681.371578,50.36980089,6402.657996,4.540745219,1.250875514,812.8439668,0.757263036,36.01752807,547.0002117,12.68312082,13.45078136,342.5120844
78,04/01/2020 06:00,January,1632.005833,Q1,Morning,recycled fabric dresses,eco-friendly hiking gear,best organic cotton t-shirts in the US,Mexico,Pinterest,Shorts,Desktop,1784.446394,4.112793087,200.0432042,8373.923179,2.562942977,19.66307745,840.8525439,35.56963807,23.75349613,5.082670706,73.5563227,21.27440522,10.18882222,208.5292714,195.1516715,42.7384952,27.29322656,Category Page,23.88302604,5.359680248,1216.857679,69.98964224,2568.349488,2.18469491,3.037540468,730.295121,0.423132085,235.6470699,2398.559848,5.776396702,51.856915,612.9708881
79,04/01/2020 07:00,January,1679.283797,Q1,Morning,eco-friendly clothing,eco-friendly hiking gear,carbon-neutral activewear,Canada,Snapchat,Image gallery,Desktop,7490.349285,49.08191847,876.2762865,21051.26283,2.639220926,1.078316378,459.2343553,55.965313,22.86137746,1.997240936,67.32551924,38.24848331,5.585727909,188.9900107,228.9837568,47.2681368,20.64151675,Homepage,62.66819035,4.61266996,1959.075726,56.07705231,3772.0524,3.009683256,3.851635484,453.9247694,0.185490782,71.78808485,3525.161346,4.407831868,23.24194301,434.856968
80,04/01/2020 08:00,January,1631.739308,Q1,Morning,eco-friendly clothing,ethical fashion brands,best organic cotton t-shirts in the US,Australia,TikTok,Infographic,Laptop,5648.103063,72.1901052,1388.870462,13087.93028,3.738413685,27.82287547,309.5912398,72.45958725,33.44050265,4.235444443,75.16275363,-0.744757552,2.510103506,369.7775118,458.8402705,40.59482831,15.21554772,Blog Post,27.83133126,1.663309871,3018.939768,51.9149872,5130.887433,4.482149907,3.001585361,578.610129,0.811154696,238.8046008,3638.822149,5.944099575,52.37165484,682.8265038
81,04/01/2020 09:00,January,1744.220311,Q1,Morning,sustainable outdoor gear,green fashion trends,best organic cotton t-shirts in the US,Mexico,TikTok,Infographic,Desktop,6621.142695,44.18984098,716.3123277,37268.18877,0.691325106,13.45194354,121.936874,40.51578789,35.32763487,8.489551004,63.22819775,3.677591337,2.097642919,209.6199485,386.2305,63.53748985,41.05410491,Product Page,38.04544804,5.282785365,1467.591553,71.19246049,6878.479684,2.74048813,1.105097916,489.4592687,0.184990787,66.61494033,2363.492176,8.22337836,38.72236948,1140.896331
82,04/01/2020 10:00,January,1684.891371,Q1,Morning,sustainable outdoor gear,eco-friendly sportswear,sustainable fashion for athletes,United Kingdom,Twitter,Product page,Desktop,3754.262893,57.61783816,1151.179615,8726.719904,1.862002794,6.721264274,54.72215702,35.89382873,46.77969186,7.788492398,75.60343013,-0.707735825,10.69755506,28.53567597,381.3256536,41.36107149,25.61889088,Category Page,30.0861312,1.570941727,1572.206677,64.01063297,5295.404631,0.891937232,2.611673056,491.7786197,0.803170796,209.5661537,1635.175985,13.94935255,35.32280585,665.92187
83,04/01/2020 11:00,January,1679.33733,Q1,Morning,eco-friendly clothing,sustainable activewear,biodegradable outdoor clothing,Australia,Instagram,Image gallery,Laptop,6318.881764,26.2114339,1238.875786,9577.147785,3.165077632,14.25289197,251.722153,11.49727151,60.43995049,7.930280657,54.02017982,9.851596494,6.218197062,426.6978945,431.5510178,34.03486186,26.13277215,Blog Post,16.71247291,3.309540697,2951.981721,73.95674584,8559.52624,3.634764917,1.942288214,604.295648,0.190692833,13.33271634,51.74868856,5.300995436,8.955118118,300.6824591
84,04/01/2020 12:00,January,1636.229161,Q1,Afternoon,organic cotton apparel,sustainable activewear,sustainable fashion for athletes,United States,TikTok,Infographic,Tablet,4728.60608,0.821813809,1898.746664,15458.74231,0.971284651,13.35061894,353.3394441,54.73667197,50.611735,1.886739786,51.57893798,3.611218049,11.83343411,348.3517931,485.0711772,65.3549761,18.92019074,Product Page,58.54631241,0.819496988,596.6264412,68.68500922,5954.420609,7.055476274,2.572669387,273.766565,0.609592525,76.17533085,2036.534461,10.65681344,29.21290838,829.5610399
85,04/01/2020 13:00,January,1799.804026,Q1,Afternoon,sustainable outdoor gear,eco-friendly hiking gear,carbon-neutral activewear,Germany,YouTube,Video,Laptop,5043.106231,49.07765019,579.5004903,36132.22615,5.562039133,5.77812406,199.2955333,28.51409332,14.83414491,6.668823811,67.04950244,-8.624816034,5.738868863,415.6077962,320.1845778,44.58953486,25.44888306,Blog Post,58.11202897,6.159305123,1006.225466,53.88534233,1000.489094,1.332083192,4.295926205,225.1089481,0.232075258,226.0415182,515.4522492,3.237021217,35.22717744,578.711718
86,04/01/2020 14:00,January,1721.080086,Q1,Afternoon,vegan leather handbags,eco-friendly sportswear,sustainable fashion for athletes,Australia,TikTok,Image gallery,Mobile,1340.60072,0.881381158,919.1773445,27441.19063,7.085706261,5.190153996,50.27211482,59.53190913,46.58557067,1.355524112,43.54899058,14.38936047,6.979985445,415.2593565,53.41803851,45.38731066,23.90486229,Category Page,62.72140611,3.737858109,3985.750128,44.51683541,8571.385343,1.027070655,1.759071454,294.5423463,0.506421319,275.5480623,2764.029919,14.80928681,45.35541134,424.7300135
87,04/01/2020 15:00,January,1692.065937,Q1,Afternoon,vegan leather handbags,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,Mexico,Twitter,Image gallery,Desktop,1126.135687,30.29034322,1465.30334,15088.55518,5.774142912,3.563375084,514.6000176,15.79512925,13.55512505,0.926437246,77.68284814,17.45728707,0.695040509,179.5593445,73.41265175,67.61518127,24.81358099,Blog Post,10.7293711,3.337176315,3998.893792,60.59500677,786.5392203,7.536296862,2.74426178,620.6902291,0.618152917,85.23477422,1064.185186,4.137227371,19.55830202,600.4882186
88,04/01/2020 16:00,January,1776.163987,Q1,Afternoon,eco-friendly accessories,green fashion trends,biodegradable outdoor clothing,Germany,Pinterest,Blog post,Desktop,2654.581914,19.57090376,1650.994809,33948.72294,7.885062168,3.96926317,119.0828875,48.32968954,64.9249529,4.220183531,80.84867378,1.366628922,7.683540872,336.1382659,129.5984036,59.76529156,22.25193462,Homepage,23.36938431,7.409640631,2625.218476,57.04280857,8133.29815,7.628266099,1.061943052,130.6684668,0.373648469,279.4178835,2907.437639,0,56.52110631,1131.93656
89,04/01/2020 17:00,January,1664.181103,Q1,Afternoon,eco-friendly accessories,green fashion trends,eco-friendly clothing for hikers,Australia,TikTok,Blog post,Desktop,6315.271573,49.96667949,57.07737656,25192.75658,4.925642443,5.544606012,698.123342,74.40961074,13.06883622,1.445951819,60.89105317,42.67919877,10.71350654,220.9437985,418.0228306,46.74165195,25.29760306,Product Page,22.62974389,1.761265817,3911.805649,54.20662728,4841.626377,4.38663453,3.476884438,688.3377741,0.535724655,319.0638031,501.4156623,12.15624261,54.26869141,819.7539769
90,04/01/2020 18:00,January,1754.276816,Q1,Evening,eco-friendly clothing,eco-friendly hiking gear,where to buy recycled polyester running shorts,United Kingdom,YouTube,Image gallery,Tablet,8048.713034,55.89796925,2380.181107,34677.67567,0.912349062,18.44379166,375.898819,63.91574824,22.15957249,2.479632716,71.55120385,-3.381616461,8.980817444,392.9324989,365.8794925,60.1928272,9.30310021,Product Page,49.40941898,7.126137704,895.5097199,61.55504074,477.4627374,4.579822984,3.433125963,336.3953931,0.528321435,201.113636,3363.284694,4.86699449,47.53093817,178.0114974
91,04/01/2020 19:00,January,1691.96139,Q1,Evening,recycled fabric dresses,green fashion trends,biodegradable outdoor clothing,Australia,Facebook,Infographic,Tablet,5264.756674,41.01645129,2387.899635,40799.63489,7.828595835,2.3031279,854.65037,47.84495902,64.74561497,6.071198416,70.16107779,36.32183494,2.550096549,129.3573432,189.648488,65.63486872,14.21231108,Homepage,38.04134773,4.915745434,1090.63171,76.80980607,3626.886901,1.727728476,1.829969003,659.8168045,0.465006302,338.2294767,4008.1192,0.816086323,55.77872462,783.7260322
92,04/01/2020 20:00,January,1669.952615,Q1,Evening,sustainable outdoor gear,green fashion trends,sustainable fashion for athletes,Germany,Twitter,Video,Laptop,5587.905148,58.22896807,120.2318553,9193.932305,6.142976116,29.86536551,357.0001692,10.37205597,25.35141908,4.738844961,82.31756429,1.292325709,2.881932123,14.71289057,429.152268,64.17010663,21.71085333,Blog Post,32.5597597,6.236154638,2968.34706,55.77679595,4557.545765,4.673887362,1.556464273,312.8815609,0.161627264,87.12649856,337.2838285,9.796354458,48.53511413,507.1999223
93,04/01/2020 21:00,January,1649.303504,Q1,Evening,recycled fabric dresses,sustainable activewear,biodegradable outdoor clothing,Australia,Pinterest,Image gallery,Tablet,6082.334888,82.57460765,632.9619708,31774.81807,6.659260345,32.83367092,67.98469661,20.74858816,52.65418786,7.837295347,67.41916673,38.53573863,6.09166123,209.734395,47.69090113,49.30470578,29.32696515,Blog Post,62.13787311,5.286161432,3590.079707,49.91736396,211.2597111,7.635291263,3.177726474,496.7396631,0.479213625,198.9810586,1253.899493,6.908366698,21.23935138,879.3966959
94,04/01/2020 22:00,January,1729.839794,Q1,Evening,eco-friendly accessories,eco-friendly sportswear,biodegradable outdoor clothing,United Kingdom,Pinterest,Product page,Desktop,7576.566818,48.72053722,1938.893178,39941.31266,4.658752904,15.52484781,355.6765601,25.63881915,13.07626475,4.731881394,55.63928159,20.61261413,3.59127175,363.550518,92.80038427,64.64500985,29.12120723,Blog Post,42.85541654,5.947173204,4062.72804,46.02604613,1071.605186,1.929494321,1.103309226,100.025001,0.465708989,268.5841648,4256.508861,8.337771591,53.56284627,1166.126917
95,04/01/2020 23:00,January,1757.603643,Q1,Evening,organic cotton apparel,eco-friendly sportswear,biodegradable outdoor clothing,United Kingdom,Snapchat,Shorts,Mobile,7010.239418,23.51465063,1708.315852,3854.315015,8.309858299,9.896801389,298.6231281,59.27803444,18.56689719,5.084604262,87.77700225,40.03685267,9.787567206,115.7500716,108.2687453,55.2720064,18.34156795,Category Page,51.33971206,7.582321905,494.1201896,67.54334413,8114.557031,2.180527512,1.931219601,342.6018111,0.721488504,69.78197391,822.3176967,11.11788589,44.45927338,442.6078247
